task_type,task_name,dataset,main_metric,accuracy,f_score,full_task_name,horizon,mae,mape_average,mape_monthly,mape_others,mape_quarterly,mape_yearly,mase_average,mase_monthly,mase_others,mase_quarterly,mase_yearly,mask_ratio,mse,owa_average,owa_monthly,owa_others,owa_quarterly,owa_yearly,precision,recall,smape_average,smape_monthly,smape_others,smape_quarterly,smape_yearly
long_term_forecast,long_term_forecast_ETTh1_192,ETTh1,1.156447410583496,,,long_term_forecast_ETTh1_96_192_EST_ETTh1_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.8410879373550415,,,,,,,,,,,,1.156447410583496,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_336,ETTh2,3.4996819496154785,,,long_term_forecast_ETTh2_96_336_EST_ETTh2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,1.5626994371414185,,,,,,,,,,,,3.4996819496154785,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_336,ETTh1,1.050300121307373,,,long_term_forecast_ETTh1_96_336_EST_ETTh1_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.8181630969047546,,,,,,,,,,,,1.050300121307373,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_24,ili,6.122758865356445,,,long_term_forecast_ili_36_24_EST_custom_ftM_sl36_ll18_pl24_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,24.0,1.7162091732025146,,,,,,,,,,,,6.122758865356445,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_36,ili,4.873290538787842,,,long_term_forecast_ili_36_36_EST_custom_ftM_sl36_ll18_pl36_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,36.0,1.479430913925171,,,,,,,,,,,,4.873290538787842,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_48,ili,5.376721382141113,,,long_term_forecast_ili_36_48_EST_custom_ftM_sl36_ll18_pl48_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,48.0,1.578037142753601,,,,,,,,,,,,5.376721382141113,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_60,ili,5.860413551330566,,,long_term_forecast_ili_36_60_EST_custom_ftM_sl36_ll18_pl60_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,60.0,1.6818584203720093,,,,,,,,,,,,5.860413551330566,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_96,Exchange,1.7975081205368042,,,long_term_forecast_Exchange_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,1.1061598062515259,,,,,,,,,,,,1.7975081205368042,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_96,traffic,1.125293254852295,,,long_term_forecast_traffic_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.5563087463378906,,,,,,,,,,,,1.125293254852295,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm1_192,ETTm1,1.8998852968215942,,,long_term_forecast_ETTm1_96_192_EST_ETTm1_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,1.0334281921386719,,,,,,,,,,,,1.8998852968215942,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_96,weather,0.21241168677806854,,,long_term_forecast_weather_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.2893204987049103,,,,,,,,,,,,0.21241168677806854,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_192,traffic,1.7984155416488647,,,long_term_forecast_traffic_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.8744974732398987,,,,,,,,,,,,1.7984155416488647,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_96,ECL,0.4632725119590759,,,long_term_forecast_ECL_96_96_EST_custom_ftS_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.5038769841194153,,,,,,,,,,,,0.4632725119590759,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_192,Exchange,2.096156597137451,,,long_term_forecast_Exchange_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,1.1950961351394653,,,,,,,,,,,,2.096156597137451,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_336,Exchange,2.897109031677246,,,long_term_forecast_Exchange_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,1.4151208400726318,,,,,,,,,,,,2.897109031677246,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_720,ETTh1,2.2552170753479004,,,long_term_forecast_ETTh1_96_720_EST_ETTh1_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,1.1656482219696045,,,,,,,,,,,,2.2552170753479004,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_720,ETTh2,3.4589335918426514,,,long_term_forecast_ETTh2_96_720_EST_ETTh2_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,1.4461535215377808,,,,,,,,,,,,3.4589335918426514,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_336,traffic,1.6199556589126587,,,long_term_forecast_traffic_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.8546199202537537,,,,,,,,,,,,1.6199556589126587,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_192,ETTm2,3.082406997680664,,,long_term_forecast_ETTm2_96_192_EST_ETTm2_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,1.5041611194610596,,,,,,,,,,,,3.082406997680664,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_192,ECL,0.6778094172477722,,,long_term_forecast_ECL_96_192_EST_custom_ftS_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.6290009617805481,,,,,,,,,,,,0.6778094172477722,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_720,traffic,1.5040916204452515,,,long_term_forecast_traffic_96_720_EST_custom_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.8053964972496033,,,,,,,,,,,,1.5040916204452515,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_192,weather,0.29147985577583313,,,long_term_forecast_weather_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.3603173792362213,,,,,,,,,,,,0.29147985577583313,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_336,ETTm2,2.637188673019409,,,long_term_forecast_ETTm2_96_336_EST_ETTm2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,1.3640902042388916,,,,,,,,,,,,2.637188673019409,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_336,ECL,0.8726768493652344,,,long_term_forecast_ECL_96_336_EST_custom_ftS_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.735971212387085,,,,,,,,,,,,0.8726768493652344,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_336,weather,0.646316647529602,,,long_term_forecast_weather_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.6033922433853149,,,,,,,,,,,,0.646316647529602,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_720,weather,0.41008153557777405,,,long_term_forecast_weather_96_720_EST_custom_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.4398350715637207,,,,,,,,,,,,0.41008153557777405,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_720,ETTm2,3.022007465362549,,,long_term_forecast_ETTm2_96_720_EST_ETTm2_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,1.3968578577041626,,,,,,,,,,,,3.022007465362549,,,,,,,,,,,,
classification,classification_EthanolConcentration,EthanolConcentration,0.3041825095057034,0.3041825095057034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_FaceDetection,FaceDetection,0.6566401816118048,0.6566401816118048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Handwriting,Handwriting,0.3835294117647059,0.3835294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Heartbeat,Heartbeat,0.751219512195122,0.751219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_JapaneseVowels,JapaneseVowels,0.9513513513513514,0.9513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_PEMS_SF,PEMS_SF,0.7976878612716763,0.7976878612716763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP1,SelfRegulationSCP1,0.9010238907849829,0.9010238907849829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP2,SelfRegulationSCP2,0.5611111111111111,0.5611111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SpokenArabicDigits,SpokenArabicDigits,0.9881764438381082,0.9881764438381082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_UWaveGestureLibrary,UWaveGestureLibrary,0.871875,0.871875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_term_forecast,short_term_forecast_m4_Monthly,Monthly,2.09,,,,,,26.58,39.722,7.03,16.337,14.09,4.244,5.744,4.564,2.204,3.173,,,2.09,4.077,1.459,1.545,0.83,,,26.58,39.722,7.03,16.337,14.09
short_term_forecast,short_term_forecast_m4_Yearly,Yearly,3.728,,,,,,43.809,39.722,7.03,16.337,88.999,8.082,5.744,4.564,2.204,19.859,,,3.728,4.077,1.459,1.545,5.221,,,43.809,39.722,7.03,16.337,88.999
short_term_forecast,short_term_forecast_m4_Quarterly,Quarterly,5.026,,,,,,60.83,39.722,7.03,87.259,88.999,10.646,5.744,4.564,12.887,19.859,,,5.026,4.077,1.459,8.661,5.221,,,60.83,39.722,7.03,87.259,88.999
short_term_forecast,short_term_forecast_m4_Weekly,Weekly,5.14,,,,,,61.499,39.722,20.413,87.259,88.999,10.987,5.744,11.397,12.887,19.859,,,5.14,4.077,3.945,8.661,5.221,,,61.499,39.722,20.413,87.259,88.999
short_term_forecast,short_term_forecast_m4_Daily,Daily,6.777,,,,,,69.054,39.722,171.518,87.259,88.999,16.184,5.744,115.334,12.887,19.859,,,6.777,4.077,36.234,8.661,5.221,,,69.054,39.722,171.518,87.259,88.999
short_term_forecast,short_term_forecast_m4_Hourly,Hourly,6.825,,,,,,69.449,39.722,179.411,87.259,88.999,16.311,5.744,117.871,12.887,19.859,,,6.825,4.077,37.464,8.661,5.221,,,69.449,39.722,179.411,87.259,88.999
